bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,playerID,year,stint_x,tmID,lgID,GP_x,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,W,L,coachID,stint_y,won_x,lost_x,post_wins,post_losses,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won_y,lost_y,GP_y,homeW,homeL,awayW,awayL,confW,confL,min,attend
teaslni01w,G,0,0,72.0,169,North Carolina,,1979-03-22,teaslni01w,10,1,ATL,WNBA,10,10,234,39,2,15,17,35,9,1,12,28,30,12,10,8,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,meadoma99w,0,18,16,0,2,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,615,700,347,601,133,2797,0,0,0,0,0,0,18,16,34,12,5,6,11,10,12,6950,120737
youngta01w,F,0,0,74.0,166,James Madison,,1986-10-30,youngta01w,10,1,ATL,WNBA,11,0,73,30,6,8,14,5,6,1,9,9,27,9,17,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,meadoma99w,0,18,16,0,2,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,615,700,347,601,133,2797,0,0,0,0,0,0,18,16,34,12,5,6,11,10,12,6950,120737
catchta01w,F,0,0,73.0,167,Tennessee,,1979-07-21,catchta01w,3,0,IND,WNBA,32,32,1167,594,92,184,276,118,94,43,82,105,439,184,184,150,193,76,2,3,3,103,61,12,20,32,7,4,1,11,7,45,22,11,9,21,8,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
iveyni01w,G,0,0,67.0,149,Notre Dame,,1977-09-24,iveyni01w,3,0,IND,WNBA,31,23,439,86,6,22,28,39,16,3,22,31,71,25,21,17,50,19,0,3,0,9,0,0,1,1,3,1,0,0,2,1,0,0,0,1,0,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
klimezu01w,F,0,0,74.0,181,Vanderbilt,,1979-01-21,klimezu01w,3,0,IND,WNBA,11,0,39,5,1,4,5,2,1,1,2,2,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
malcona01w,F,0,0,73.0,170,Providence,,1975-11-27,malcona01w,3,0,IND,WNBA,29,28,599,156,22,39,61,21,13,3,34,42,158,58,37,28,41,12,0,3,3,69,17,1,5,6,0,0,0,2,9,13,7,3,2,4,1,1,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
maxwemo01w,F,0,0,69.0,162,Louisiana Tech,,1976-12-21,maxwemo01w,3,0,IND,WNBA,18,0,170,35,12,19,31,7,7,4,6,16,47,14,2,2,17,5,0,2,0,8,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
mccrani01w,G,0,0,71.0,158,Tennessee,,1971-12-11,mccrani01w,3,0,IND,WNBA,32,32,1058,369,29,68,97,70,28,3,82,73,318,132,103,84,66,21,2,3,3,99,24,1,3,4,11,1,0,5,4,27,10,5,3,6,1,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
mooreja01w,C,0,0,73.0,207,Long Beach State,,1979-11-06,mooreja01w,3,0,IND,WNBA,18,2,128,42,9,20,29,3,5,1,14,16,38,16,14,10,1,0,0,2,0,6,0,0,1,1,0,1,0,0,3,2,0,0,0,0,0,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
pettibr01w,G,0,0,69.0,150,Florida,,1971-01-01,pettibr01w,3,0,IND,WNBA,32,0,375,113,17,22,39,17,8,0,24,22,107,38,39,28,43,9,0,3,0,43,16,6,3,9,2,0,0,4,0,15,5,7,5,3,1,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
schumke01w,C,0,0,77.0,183,Connecticut,,1977-10-14,schumke01w,3,0,IND,WNBA,31,1,352,108,18,41,59,13,7,23,21,49,89,45,26,18,1,0,0,3,0,52,32,6,3,9,3,0,2,2,6,20,13,8,4,2,2,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
scottol01w,C,0,0,74.0,175,Stanford,,1976-08-05,scottol01w,3,0,IND,WNBA,31,31,975,292,80,131,211,52,38,13,69,127,232,113,82,66,4,0,2,3,3,99,21,7,17,24,5,1,1,14,11,16,8,5,5,0,0,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
thompal01w,F,0,0,73.0,180,Texas Tech,,1976-06-30,thompal01w,3,0,IND,WNBA,18,2,314,97,12,30,42,14,7,2,18,20,109,39,17,12,29,7,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
washico01w,G,0,0,66.0,138,Notre Dame,,1971-01-17,washico01w,3,2,IND,WNBA,11,8,325,80,7,26,33,48,23,2,24,22,70,26,20,14,31,14,0,3,3,110,25,1,5,6,14,3,0,6,10,27,9,1,1,16,6,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
williri01w,G,0,0,66.0,135,Connecticut,,1976-01-14,williri01w,3,1,IND,WNBA,20,1,484,120,10,27,37,43,21,2,29,34,135,39,34,25,67,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,fortnne99w,0,16,16,1,2,IND,EA,4,Y,L,,,Indiana Fever,731,1825,455,580,180,543,315,633,447,559,268,438,100,2097,804,1817,359,503,162,464,288,644,507,647,226,470,145,2129,0,0,0,0,0,0,16,16,32,10,6,6,10,12,9,6425,134945
cokermo01w,F,0,0,73.0,180,Old Dominion,,1982-11-28,cokermo01w,5,0,LAS,WNBA,3,0,14,3,1,0,1,3,0,1,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
cokermo01w,F,0,0,73.0,180,Old Dominion,,1982-11-28,cokermo01w,5,0,LAS,WNBA,3,0,14,3,1,0,1,3,0,1,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
cokermo01w,F,0,0,73.0,180,Old Dominion,,1982-11-28,cokermo01w,5,0,LAS,WNBA,3,0,14,3,1,0,1,3,0,1,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
dixonta01w,G,0,0,69.0,148,Kansas,,1975-12-14,dixonta01w,5,0,LAS,WNBA,32,21,913,311,32,78,110,112,36,1,71,86,269,119,87,68,11,5,0,3,3,100,31,4,13,17,9,2,0,10,12,30,12,8,7,0,0,1,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
dixonta01w,G,0,0,69.0,148,Kansas,,1975-12-14,dixonta01w,5,0,LAS,WNBA,32,21,913,311,32,78,110,112,36,1,71,86,269,119,87,68,11,5,0,3,3,100,31,4,13,17,9,2,0,10,12,30,12,8,7,0,0,1,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
dixonta01w,G,0,0,69.0,148,Kansas,,1975-12-14,dixonta01w,5,0,LAS,WNBA,32,21,913,311,32,78,110,112,36,1,71,86,269,119,87,68,11,5,0,3,3,100,31,4,13,17,9,2,0,10,12,30,12,8,7,0,0,1,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
hodgedo01w,G,0,0,69.0,160,Louisiana State,,1982-07-19,hodgedo01w,5,0,LAS,WNBA,24,3,245,43,3,19,22,16,10,2,17,9,52,16,10,7,17,4,0,3,0,29,5,0,4,4,4,1,0,3,0,5,2,0,0,1,1,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
hodgedo01w,G,0,0,69.0,160,Louisiana State,,1982-07-19,hodgedo01w,5,0,LAS,WNBA,24,3,245,43,3,19,22,16,10,2,17,9,52,16,10,7,17,4,0,3,0,29,5,0,4,4,4,1,0,3,0,5,2,0,0,1,1,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
hodgedo01w,G,0,0,69.0,160,Louisiana State,,1982-07-19,hodgedo01w,5,0,LAS,WNBA,24,3,245,43,3,19,22,16,10,2,17,9,52,16,10,7,17,4,0,3,0,29,5,0,4,4,4,1,0,3,0,5,2,0,0,1,1,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
leslili01w,C,0,0,77.0,170,USC,,1972-07-07,leslili01w,5,0,LAS,WNBA,34,34,1150,598,60,276,336,88,50,98,110,130,451,223,205,146,22,6,5,3,3,110,34,4,22,26,2,1,8,8,10,31,14,8,6,0,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
leslili01w,C,0,0,77.0,170,USC,,1972-07-07,leslili01w,5,0,LAS,WNBA,34,34,1150,598,60,276,336,88,50,98,110,130,451,223,205,146,22,6,5,3,3,110,34,4,22,26,2,1,8,8,10,31,14,8,6,0,0,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
leslili01w,C,0,0,77.0,170,USC,,1972-07-07,leslili01w,5,0,LAS,WNBA,34,34,1150,598,60,276,336,88,50,98,110,130,451,223,205,146,22,6,5,3,3,110,34,4,22,26,2,1,8,8,10,31,14,8,6,0,0,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
mabikmw01w,G-F,0,0,71.0,165,,,1976-07-27,mabikmw01w,5,0,LAS,WNBA,31,31,965,445,39,83,122,75,36,3,48,88,383,159,108,89,94,38,0,3,3,107,56,3,5,8,10,7,0,6,10,46,17,16,15,20,7,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
mabikmw01w,G-F,0,0,71.0,165,,,1976-07-27,mabikmw01w,5,0,LAS,WNBA,31,31,965,445,39,83,122,75,36,3,48,88,383,159,108,89,94,38,0,3,3,107,56,3,5,8,10,7,0,6,10,46,17,16,15,20,7,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
mabikmw01w,G-F,0,0,71.0,165,,,1976-07-27,mabikmw01w,5,0,LAS,WNBA,31,31,965,445,39,83,122,75,36,3,48,88,383,159,108,89,94,38,0,3,3,107,56,3,5,8,10,7,0,6,10,46,17,16,15,20,7,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
macchla01w,F,0,0,73.0,169,,,1979-05-24,macchla01w,5,0,LAS,WNBA,25,15,410,152,23,38,61,14,21,6,29,56,106,52,55,41,26,7,0,1,0,15,2,1,3,4,1,1,0,3,4,6,1,0,0,1,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
macchla01w,F,0,0,73.0,169,,,1979-05-24,macchla01w,5,0,LAS,WNBA,25,15,410,152,23,38,61,14,21,6,29,56,106,52,55,41,26,7,0,1,0,15,2,1,3,4,1,1,0,3,4,6,1,0,0,1,0,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
macchla01w,F,0,0,73.0,169,,,1979-05-24,macchla01w,5,0,LAS,WNBA,25,15,410,152,23,38,61,14,21,6,29,56,106,52,55,41,26,7,0,1,0,15,2,1,3,4,1,1,0,3,4,6,1,0,0,1,0,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
mascira01w,F,0,0,72.0,169,,,1980-09-30,mascira01w,5,0,LAS,WNBA,17,0,116,28,1,4,5,8,1,0,5,23,25,10,10,4,11,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
mascira01w,F,0,0,72.0,169,,,1980-09-30,mascira01w,5,0,LAS,WNBA,17,0,116,28,1,4,5,8,1,0,5,23,25,10,10,4,11,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
mascira01w,F,0,0,72.0,169,,,1980-09-30,mascira01w,5,0,LAS,WNBA,17,0,116,28,1,4,5,8,1,0,5,23,25,10,10,4,11,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
miltode01w,F,0,0,73.0,185,Florida,,1974-09-11,miltode01w,5,0,LAS,WNBA,19,19,604,186,35,55,90,31,23,10,48,63,161,65,62,45,37,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
miltode01w,F,0,0,73.0,185,Florida,,1974-09-11,miltode01w,5,0,LAS,WNBA,19,19,604,186,35,55,90,31,23,10,48,63,161,65,62,45,37,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
miltode01w,F,0,0,73.0,185,Florida,,1974-09-11,miltode01w,5,0,LAS,WNBA,19,19,604,186,35,55,90,31,23,10,48,63,161,65,62,45,37,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
teaslni01w,G,0,0,72.0,169,North Carolina,,1979-03-22,teaslni01w,5,0,LAS,WNBA,34,34,1105,336,29,87,116,207,43,7,103,89,278,108,68,52,165,68,0,3,3,88,19,1,2,3,16,2,1,14,10,19,5,4,4,15,5,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
teaslni01w,G,0,0,72.0,169,North Carolina,,1979-03-22,teaslni01w,5,0,LAS,WNBA,34,34,1105,336,29,87,116,207,43,7,103,89,278,108,68,52,165,68,0,3,3,88,19,1,2,3,16,2,1,14,10,19,5,4,4,15,5,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
teaslni01w,G,0,0,72.0,169,North Carolina,,1979-03-22,teaslni01w,5,0,LAS,WNBA,34,34,1105,336,29,87,116,207,43,7,103,89,278,108,68,52,165,68,0,3,3,88,19,1,2,3,16,2,1,14,10,19,5,4,4,15,5,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
thomach01w,C,0,0,75.0,185,Georgia,,1982-08-14,thomach01w,5,0,LAS,WNBA,31,8,547,165,43,77,120,23,18,14,27,80,143,66,41,28,11,5,0,3,3,100,24,11,12,23,2,1,1,2,14,22,12,0,0,1,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
thomach01w,C,0,0,75.0,185,Georgia,,1982-08-14,thomach01w,5,0,LAS,WNBA,31,8,547,165,43,77,120,23,18,14,27,80,143,66,41,28,11,5,0,3,3,100,24,11,12,23,2,1,1,2,14,22,12,0,0,1,0,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
thomach01w,C,0,0,75.0,185,Georgia,,1982-08-14,thomach01w,5,0,LAS,WNBA,31,8,547,165,43,77,120,23,18,14,27,80,143,66,41,28,11,5,0,3,3,100,24,11,12,23,2,1,1,2,14,22,12,0,0,1,0,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
udokamf01w,F,0,0,72.0,187,DePaul,,1976-06-16,udokamf01w,5,0,LAS,WNBA,3,0,19,1,2,1,3,0,0,0,1,5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
udokamf01w,F,0,0,72.0,187,DePaul,,1976-06-16,udokamf01w,5,0,LAS,WNBA,3,0,19,1,2,1,3,0,0,0,1,5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,thompka99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
udokamf01w,F,0,0,72.0,187,DePaul,,1976-06-16,udokamf01w,5,0,LAS,WNBA,3,0,19,1,2,1,3,0,0,0,1,5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,weisery99w,2,11,3,1,2,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
weathte01w,G,0,0,68.0,161,Louisiana Tech,,1965-12-08,weathte01w,5,0,LAS,WNBA,34,0,292,17,6,23,29,32,12,1,26,27,25,8,0,0,3,1,0,2,0,10,0,1,1,2,1,1,0,3,1,1,0,0,0,0,0,0,1,2,coopemi01w,1,14,6,0,0,LAS,WE,1,Y,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,532,704,288,523,114,2361,0,0,0,0,0,0,25,9,34,15,2,10,7,16,6,6975,177269
